sigla_uf,id_municipio,ano,populacao_atendida_agua,populacao_atendida_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
SE,2805307,2012,8338,,968272.5,968272.5,,61616.73,0.0,1029889.23,,919362.63,602521.76,193680.89,3,15298.26,78336.1,24975.88,312388.25,0.0,330686.93,18298.68,0.0,97.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2805802,2012,10227,,977467.55,977467.55,,85069.11,0.0,1062536.66,,915308.71,436973.55,244449.32,2,54134.67,241128.99,6630.5,577397.78,0.0,597430.22,20032.44,0.0,128.28,0.0,30926.02,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2806008,2014,15982,,2019923.2,2019923.2,,129943.02,0.0,2149866.22,,2145322.68,122251.4,30016.0,2,2118.96,241923.05,175881.65,449949.36,0.0,464510.91,14561.55,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2807006,2014,3036,,328288.91,328288.91,,23128.36,0.0,351417.27,,338789.48,208526.3,97165.7,2,6795.83,152045.48,23729.52,297781.41,0.0,322562.01,24780.6,0.0,0.0,0.0,18044.88,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2700706,2008,9310,,1026494.42,1026494.42,,107590.52,0.0,1134084.94,,781974.65,225679.95,428041.72,10,,273720.37,95694.69,822364.66,363661.87,1308181.49,75999.61,,22609.63,1744.79,,44410.56,44410.56,351116.04,12545.83,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2701803,2011,5096,,348899.62,348899.62,,42588.43,0.0,391488.05,,320684.3,2101396.27,41334.33,1,0.0,275040.34,37043.23,353537.9,206659.99,593759.13,21844.31,0.0,0.0,926.67,120.0,10790.26,10790.26,203201.19,3458.8,217450.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2702553,2011,6638,,514413.93,514413.93,,47777.63,0.0,562191.56,,506237.32,1966764.31,301751.29,6,13535.39,104362.47,0.0,422276.66,88921.65,525638.63,9399.13,0.0,0.02,398.73,2627.49,4642.46,4642.81,87433.4,1488.25,93564.46,,0.0,0.0,0.0,100179.94,0.0,0.0,100179.94,0.0,0.0,100179.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2703106,2009,10997,,784563.23,784563.23,,153632.05,0.0,938195.28,,731613.45,2938866.14,40838.26,1,,103375.39,166389.57,333877.26,285034.66,652494.65,15375.19,0.0,23123.49,473.36,,17734.18,17734.18,277961.04,7073.62,302768.84,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
AL,2704401,2011,6504,,718061.18,718061.18,,35584.21,0.0,753645.39,,680312.31,2327958.19,116224.36,3,0.0,110332.08,0.0,230208.39,293871.41,571804.03,31062.71,0.0,0.0,1317.73,3651.95,15343.79,15343.79,288952.98,4918.43,309215.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2705101,2011,10287,,876976.34,876976.34,,13586.31,0.0,890562.65,,799213.83,4481566.76,188308.36,4,17217.53,60781.75,24399.88,291279.85,296995.59,636507.03,31392.94,0.0,3.78,1331.74,568.55,15506.91,15506.91,292024.87,4970.72,312502.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2705705,2011,16962,,1799897.06,1799897.06,,68738.95,0.0,1868636.01,,1869599.25,6889582.61,298106.53,5,40939.93,1172268.91,150075.09,1662368.03,1067197.43,2902876.57,112804.59,0.0,1.57,4785.37,976.0,55721.15,55721.16,1049336.09,17861.34,1122918.59,,0.0,0.0,0.0,404720.31,0.0,0.0,404720.31,0.0,0.0,404720.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2706703,2008,59845,,3565246.0,3565246.0,,0.0,0.0,3565246.0,,3483775.39,2964889.27,613974.56,19,129828.97,607749.71,691526.29,2694475.86,0.0,2694475.86,0.0,0.0,42315.49,0.0,,0.0,0.0,0.0,0.0,,,,,0.0,59335.96,0.0,104310.88,163646.84,0.0,0.0,163646.84,,,,,,,,,,,,,,
AL,2707008,2010,797,,0.0,0.0,,0.0,0.0,0.0,,0.0,153799.62,0.0,0,1918.47,13247.95,1095.89,22111.3,22554.44,47964.19,2194.7,0.0,5098.49,109.29,750.5,994.46,994.46,22011.99,542.45,23548.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2707206,2008,2102,,152442.26,152442.26,,23961.82,0.0,176404.08,,160808.52,6132.1,22814.32,,,141088.09,30399.56,205982.44,175549.74,440499.78,36687.13,,10914.3,842.26,,21438.21,21438.22,169493.52,6056.22,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2707701,2010,39789,,3568518.98,3568518.98,,458417.41,0.0,4026936.39,,3282810.48,6387088.35,2449693.94,40,97775.17,520302.63,941933.25,4897070.5,1491010.5,6606132.03,145085.28,0.0,337046.97,7224.56,550318.54,65741.19,65741.19,1455150.71,35859.79,1556751.69,,,,0.0,105630.9,0.0,0.0,105630.9,0.0,0.0,105630.9,,,,,,,,,,,,,,
AL,2709202,2007,6072,,515216.85,515216.85,,65165.16,0.0,580382.01,,384301.3,1550157.28,56576.1,5,0.0,62526.1,45774.24,188986.9,96296.97,402343.19,35238.39,0.0,24110.46,218.05,0.0,81602.88,40801.44,91555.88,4741.09,,,,,2650.88,2650.88,0.0,0.0,2650.88,0.0,0.0,5301.76,,,,,,,,,,,,,,
PE,2600500,2011,19382,,1879019.37,1879019.37,,12946.73,0.0,1891966.1,,1897404.68,623494.37,331516.98,11,16842.79,11273.42,398607.86,1380165.27,87267.24,1520409.93,52977.42,0.0,177942.62,0.0,443981.6,0.0,38164.9,79343.95,7923.29,125432.14,,,,31635.08,0.0,0.0,0.0,31635.08,0.0,0.0,31635.08,,,,,,,,,,,,,,
PE,2601003,2007,5460,,336433.75,336433.75,,7198.51,0.0,343632.26,,331518.66,238874.68,137815.05,4,3805.93,131674.74,122318.93,478275.49,4373.28,586999.9,96744.85,0.0,16811.57,7606.28,,0.0,4959.29,4373.28,0.0,,,,,6163.07,0.0,0.0,0.0,0.0,0.0,0.0,6163.07,,,,,,,,,,,,,,
PE,2601508,2007,5152,,307441.11,307441.11,,6753.6,0.0,314194.71,,275546.81,237278.99,62683.89,1,82166.2,36422.96,121501.83,389298.66,4344.07,497296.79,96098.59,0.0,21114.38,7555.47,,0.0,4926.16,4344.07,0.0,,,,,6121.9,0.0,0.0,0.0,0.0,0.0,0.0,6121.9,,,,,,,,,,,,,,
PE,2601706,2010,66513,,6452017.63,6452017.63,,83311.56,0.0,6535329.19,,6547068.98,4818512.45,528.0,40,764673.37,1956814.76,683898.8,4236421.26,165775.57,4895110.5,492913.67,0.0,619288.58,0.0,211217.75,0.0,89913.7,163745.3,2030.27,255689.27,,,,283846.32,0.0,0.0,0.0,283846.32,0.0,0.0,283846.32,,,,,,,,,,,,,,
PE,2601805,2011,4518,,237143.87,237143.87,,4204.62,0.0,241348.49,,221106.77,322820.81,0.0,4,7840.8,64885.41,99974.15,204298.1,11132.23,217070.92,1640.59,0.0,22831.65,0.0,8766.09,0.0,4868.5,10121.5,1010.73,16000.73,,,,4035.53,0.0,0.0,0.0,4035.53,0.0,0.0,4035.53,,,,,,,,,,,,,,
PE,2602605,2007,20856,,1221896.55,1221896.55,,69809.67,0.0,1291706.22,,1297289.67,891990.28,412561.84,10,79697.81,121403.68,456755.38,1425740.41,16330.41,1831732.0,361258.31,0.0,109431.62,28402.87,,0.0,18518.64,16330.41,0.0,,,,,23013.74,0.0,0.0,0.0,0.0,0.0,0.0,23013.74,,,,,,,,,,,,,,
PE,2603207,2010,5476,,2604032.59,2604032.59,,19317.41,0.0,2623350.0,,297210.77,326542.78,95829.66,1,16733.47,305074.54,379143.62,1150586.27,80098.26,1600193.03,369508.5,0.0,308130.82,0.0,45674.16,0.0,43443.87,79117.29,980.97,123542.13,,,,137146.86,0.0,0.0,0.0,137146.86,0.0,0.0,137146.86,,,,,,,,,,,,,,
PE,2603603,2011,4246,,370302.35,370302.35,,2783.0,0.0,373085.35,,332566.07,261336.38,0.0,0,0.0,153.71,152888.63,194838.23,17208.62,225788.56,13741.71,0.0,35740.06,0.0,6055.83,0.0,7525.91,15646.19,1562.43,24734.53,,,,6238.26,0.0,0.0,0.0,6238.26,0.0,0.0,6238.26,,,,,,,,,,,,,,
PE,2604155,2008,1434,,77015.07,77015.07,,3891.51,0.0,80906.58,,96117.32,58487.24,12892.6,3,0.0,0.0,28563.94,67209.59,865.79,93359.05,24980.16,0.0,11832.29,303.51,13920.76,0.0,1429.22,865.79,0.0,,,,,2471.38,0.0,0.0,0.0,0.0,0.0,0.0,2471.38,,,,,,,,,,,,,,
PE,2604908,2007,2445,,349136.81,349136.81,,13152.86,0.0,362289.67,,179129.81,98773.16,43491.15,1,27287.24,1601273.67,50578.1,1761976.16,1808.32,1806933.01,40003.38,0.0,12117.74,3145.15,,0.0,2050.63,1808.32,0.0,,,,,2548.39,3581363.81,0.0,0.0,0.0,0.0,3581363.81,3583912.2,,,,,,,,,,,,,,
PE,2605152,2010,5904,,557513.23,557513.23,,6119.51,0.0,563632.74,,755652.56,151628.14,0.0,3,1902.09,13063.52,88040.66,254110.6,18898.82,273644.25,634.83,0.0,70393.83,0.0,80710.5,0.0,10250.38,18667.36,231.46,29149.2,,,,32359.16,0.0,0.0,0.0,32359.16,0.0,0.0,32359.16,,,,,,,,,,,,,,
PE,2605608,2011,10388,,945594.76,945594.76,,6351.46,0.0,951946.22,,960621.73,306137.74,5913.3,2,7318.08,361434.75,78077.54,543906.99,43908.67,604689.94,16874.28,0.0,89912.02,0.0,1251.3,0.0,19202.74,39922.05,3986.62,63111.41,,,,15917.25,0.0,0.0,0.0,15917.25,0.0,0.0,15917.25,,,,,,,,,,,,,,
PE,2606101,2008,12987,,716326.31,716326.31,,45878.42,0.0,762204.73,,646649.2,151239.8,456931.68,8,56618.71,225601.06,256825.66,1212414.72,7784.54,1447531.15,224602.95,0.0,104983.61,2728.94,111454.0,0.0,12850.51,7784.54,0.0,,,,,22220.78,591414.43,0.0,0.0,0.0,0.0,591414.43,613635.21,,,,,,,,,,,,,,
PE,2606200,2007,43308,,3357090.05,3357090.05,,126620.83,0.0,3483710.88,,3090621.3,1815415.64,933398.63,11,232014.07,1589328.3,929607.51,4536322.84,33236.33,5362613.79,735247.91,0.0,351528.63,57806.71,,0.0,37689.91,33236.33,0.0,,,,,46838.52,15546.06,0.0,0.0,15546.06,0.0,0.0,62384.58,,,,,,,,,,,,,,
PE,2607505,2007,14623,,637681.47,637681.47,,22870.54,0.0,660552.01,,566408.71,550193.65,141753.4,1,59661.44,6101.48,281733.91,645444.56,10072.86,895866.58,222829.82,0.0,64186.9,17519.34,,0.0,11422.59,10072.86,0.0,,,,,14195.24,0.0,0.0,0.0,0.0,0.0,0.0,14195.24,,,,,,,,,,,,,,
PE,2608602,2009,5917,,380190.61,380190.61,,19416.07,0.0,399606.68,,387749.24,62827.97,0.0,5,18128.25,78670.56,24013.08,158745.86,5011.23,172863.49,36.0,0.0,36963.55,9070.4,970.42,0.0,8359.65,4839.35,171.88,13370.88,,,,12558.39,0.0,0.0,0.0,12558.39,0.0,0.0,12558.39,,,,,,,,,,,,,,
PE,2609006,2009,16253,,1158026.28,1158026.28,,56011.53,0.0,1214037.81,,1122252.2,464755.32,38890.64,4,0.0,241696.47,41526.0,441932.3,13864.04,481094.44,204.0,0.0,112298.52,25094.1,7520.67,0.0,23127.74,13388.51,475.53,36991.78,,,,34743.96,0.0,0.0,0.0,34743.96,0.0,0.0,34743.96,,,,,,,,,,,,,,
PE,2613206,2008,9915,,629369.99,629369.99,,77703.17,0.0,707073.16,,599226.52,169417.14,296964.83,6,9509.45,21514.79,213605.0,686962.48,6474.5,882511.65,186804.98,0.0,50759.53,2269.69,94608.88,0.0,10687.92,6474.5,0.0,,,,,18481.29,0.0,0.0,0.0,0.0,0.0,0.0,18481.29,,,,,,,,,,,,,,
PE,2613602,2008,22013,,1558261.87,1558261.87,,79297.03,0.0,1637558.9,,1561154.24,264533.58,735316.92,14,104098.92,145237.79,498828.05,1831016.86,15119.79,2287679.46,436242.44,0.0,122825.25,5300.37,224709.93,0.0,24959.32,15119.79,0.0,,,,,43159.04,52762.6,0.0,0.0,52762.6,0.0,0.0,95921.64,,,,,,,,,,,,,,
PE,2615102,2009,2995,,214869.4,214869.4,,14075.2,0.0,228944.6,,206563.07,51624.3,0.0,3,17605.54,61993.59,27543.85,129382.01,2346.62,135976.04,0.0,0.0,21177.37,4247.41,1061.66,0.0,3914.58,2266.13,80.49,6261.2,,,,5880.73,0.0,0.0,0.0,5880.73,0.0,0.0,5880.73,,,,,,,,,,,,,,
SE,2802007,2011,2460,,432826.3,432826.3,,20127.5,0.0,452953.8,,403353.31,176741.82,92285.44,1,248.01,27959.62,3130.8,123697.63,0.0,133034.64,9337.01,0.0,73.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2802700,2010,6856,,587353.75,587353.75,,41710.29,0.0,629064.04,,590921.69,307561.29,265869.99,3,0.0,34754.33,50378.28,351002.6,0.0,367609.32,16606.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2802809,2010,4764,,534551.89,534551.89,,41698.6,0.0,576250.49,,580934.94,1190738.27,317787.01,6,0.0,58939.2,21958.51,403714.06,0.0,417469.56,13755.5,0.0,79.34,0.0,4950.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2806602,2011,8057,,794703.01,794703.01,,69197.72,0.0,863900.73,,823443.28,173212.47,178800.32,6,80692.71,115263.59,0.0,374771.96,0.0,399325.34,24553.38,0.0,15.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2701308,2002,14750,,393382.85,393382.85,,15544.29,0.0,408927.14,,409378.62,113472.04,213247.76,20,24875.41,23829.19,51196.57,389812.92,0.0,392441.82,0.0,0.0,2628.9,0.0,74035.09,2628.9,0.0,0.0,0.0,,,,,0.0,0.0,0.0,10900.0,,,,10900.0,,,,,,,,,,,,,,
AL,2706703,2002,46184,,1763685.59,1763685.59,,156360.51,0.0,1920046.1,,1920046.1,1129622.64,403586.6,25,79281.91,320208.83,662732.0,1477941.24,0.0,1477941.24,0.0,0.0,12131.9,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,74151.42,0.0,37595.8,111747.22,0.0,0.0,111747.22,,,,,,,,,,,,,,
AL,2708006,2004,23510,,1808964.25,1808964.25,,368239.52,0.0,2177203.77,,1638849.13,4139888.37,672182.24,25,44323.3,1383919.97,356209.26,2677136.38,-73720.64,3673985.92,223231.84,0.0,220501.61,0.0,0.0,847338.34,65133.83,50684.5,-124405.14,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2709152,2003,11790,,878860.54,878860.54,,0.0,0.0,878860.54,,734020.51,2028948.04,44866.6,4,0.0,246168.11,91753.46,499100.61,-88858.38,671694.44,131708.3,0.0,51729.68,0.0,64582.76,129743.91,26963.58,40885.53,-129743.91,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
PE,2601300,2006,10502,,489248.12,489248.12,,17078.41,0.0,506326.53,,483170.0,395868.88,310569.25,4,3313.13,97400.21,153947.35,671135.17,10489.1,840324.49,138180.07,0.0,64229.51,20520.15,41675.72,0.0,10294.71,10489.1,0.0,,,,,10479.58,8976.53,0.0,0.0,8976.53,0.0,0.0,19456.11,,,,,,,,,,,,,,
PE,2602308,2004,21559,,898848.68,898848.68,,46493.49,0.0,945342.17,,933820.0,847040.0,194335.18,11,38569.34,142897.31,227904.16,665884.84,18531.06,1039167.9,340508.68,0.0,62178.84,14243.33,0.0,0.0,14515.97,18531.06,0.0,,,,,27715.62,465645.32,0.0,0.0,465645.32,0.0,0.0,493360.94,,,,,,,,,,,,,,
PE,2607208,2003,27783,,1245034.0,1245034.0,,64479.15,0.0,1309513.16,,991670.0,399970.0,355987.37,10,177306.31,416366.5,332435.68,1347264.9,19402.67,1682539.22,252799.18,0.0,65169.04,0.0,0.0,63072.47,16665.54,19402.67,0.0,,,,,42744.21,0.0,0.0,0.0,0.0,0.0,0.0,42744.21,,,,,,,,,,,,,,
PE,2610400,2003,8417,,315586.29,315586.29,,79665.59,0.0,395251.88,,324310.0,229720.0,150963.68,11,3313.77,16529.04,54232.2,238314.27,5834.97,339141.43,76024.38,0.0,13275.58,0.0,0.0,18967.81,5011.83,5834.97,0.0,,,,,12854.48,0.0,0.0,0.0,0.0,0.0,0.0,12854.48,,,,,,,,,,,,,,
PE,2611507,2006,10966,,700704.7,700704.7,,18922.59,0.0,719627.29,,700520.0,382806.85,171962.56,2,17124.34,110244.59,265495.9,706781.92,10143.01,876949.48,140181.48,0.0,62110.2,19843.07,79844.33,0.0,9955.02,10143.01,0.0,,,,,10133.79,13083.11,0.0,0.0,13083.11,0.0,0.0,23216.9,,,,,,,,,,,,,,
PE,2611804,2002,29546,,848599.93,848599.93,,42368.39,0.0,890968.33,,890968.33,627880.45,401086.28,24,49989.29,219069.16,91983.12,769349.05,0.0,769349.05,0.0,0.0,5241.2,0.0,1980.0,0.0,0.0,0.0,0.0,,,,,0.0,25429.7,0.0,0.0,25429.7,0.0,0.0,25429.7,,,,,,,,,,,,,,
PE,2613909,2004,59224,,2572030.12,2572030.12,,129753.66,0.0,2701783.78,,2527460.0,926660.0,720743.4,28,198710.11,428176.53,563366.47,2107820.05,50462.04,3124309.18,927241.01,0.0,159048.34,38786.08,37775.2,0.0,39528.51,50462.04,0.0,,,,,75472.55,0.0,0.0,0.0,0.0,0.0,0.0,75472.55,,,,,,,,,,,,,,
PE,2614105,2006,15274,,792223.82,792223.82,,122719.27,0.0,914943.09,,821280.0,592210.28,520123.26,11,8572.77,971603.19,639875.4,2236260.42,15691.44,2499664.6,217015.09,0.0,96085.8,30697.65,0.0,0.0,15400.63,15691.44,0.0,,,,,15677.19,48656.14,0.0,0.0,48656.14,0.0,0.0,64333.33,,,,,,,,,,,,,,
SE,2802502,2002,1789,,79835.19,79835.19,,4129.34,0.0,83964.53,,78064.0,37186.09,49159.15,2,1444.95,7347.46,677.7,66345.38,0.0,66682.17,336.79,0.0,7162.64,0.0,553.48,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,956.05,956.05,0.0,0.0,956.05,,,,,,,,,,,,,,
PE,2602308,2001,27347,,484926.65,484926.65,,17921.94,,502848.59,,529670.0,604143.67,187008.06,11,7202.03,62015.02,103199.98,568665.42,16196.23,649940.89,38718.81,0.0,20756.28,5626.03,188484.05,0.0,13117.55,,,,,,,20734.4,597167.68,0.0,0.0,23205.0,0.0,573962.68,617902.08,,,,,,,,,,,,,,
PE,2608909,2001,42045,,928427.69,928427.69,,98498.43,,1026926.12,,955480.0,987969.54,297209.48,13,44430.58,184681.3,185210.01,1122014.43,30541.47,1275261.73,72997.57,0.0,40953.52,10609.09,369529.54,0.0,24735.96,,,,,,,39099.17,934569.87,0.0,0.0,2860.15,0.0,931709.72,973669.04,,,,,,,,,,,,,,
SE,2803609,2001,13772,,651122.0,651122.0,,36546.0,0.0,687668.0,,629395.0,651557.0,45260.0,2,6831.0,60264.0,39880.0,175319.0,0.0,205857.0,30537.0,0.0,4798.0,0.0,18286.0,1.0,0.0,,,,,,,0.0,123973.0,0.0,0.0,123973.0,0.0,0.0,123973.0,,,,,,,,,,,,,,
AL,2708709,2022,8482,,1712080.11,1712080.11,0.0,9501.47,0.0,1721581.58,,1472998.18,239081.93,300226.52,19,247253.68,333072.67,411622.08,1313442.08,894359.01,2207984.26,38.16,0.0,150.78,0.0,21116.35,145.01,0.0,310811.87,583547.14,894359.01,0.0,0.0,,0.0,6679.0,0.0,17660.2,24339.2,0.0,0.0,24339.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
SE,2801306,2022,31538,,4248713.73,4248713.73,,375324.2,0.0,4624037.93,,5429176.56,2268874.74,2138233.49,14,193373.0,1373029.46,509381.84,4504530.73,0.0,5228499.5,0.0,240917.33,49595.61,0.0,0.0,723968.77,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,111300.0,111300.0,0.0,0.0,111300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2704104,2021,10679,,2203368.16,2203368.16,,218552.03,0.0,2421920.19,,2689419.41,3000983.0,86753.86,1,0.0,82865.11,17904.3,201519.06,0.0,201639.06,0.0,0.0,0.0,0.0,13995.79,120.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
AL,2705804,2018,5272,,1208341.0,1208341.0,,149083.02,0.0,1357424.02,,925820.32,6893708.88,244828.49,2,8278.66,451254.96,155907.29,1079813.84,315.1,6273850.94,4754633.12,0.0,219544.44,0.0,0.0,439088.88,2137.5,315.1,0.0,2452.6,,0.0,0.0,0.0,1398114.3,0.0,3931.71,1402046.01,0.0,0.0,1402046.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800504.2,,0.0,800504.2,0.0,0.0,800504.2
AL,2707404,2018,3588,,603648.69,603648.69,,20996.28,0.0,624644.97,,642969.6,489350.11,535618.3,7,37700.13,41765.62,37115.58,678084.72,199.01,1063786.87,333732.96,0.0,25885.09,0.0,0.0,51770.18,1350.0,199.01,0.0,1549.01,,0.0,0.0,0.0,18237.85,0.0,1297.49,19535.34,0.0,0.0,19535.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
AL,2709202,2021,7550,,1781977.5,1781977.5,,89807.98,0.0,1871785.48,,1982384.74,2268679.08,670152.27,5,22441.26,196154.15,75456.21,1023452.03,0.0,1023502.03,0.0,0.0,0.0,0.0,59248.14,50.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
AL,2709400,2021,19800,,3682072.02,3682072.02,,93659.69,0.0,3775731.71,,3778572.08,0.0,1912035.9,43,370390.0,987105.69,1481885.01,4751416.6,0.0,4751416.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,28617.75,,,,28617.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2600401,2018,25272,,1995983.04,1995983.04,,340554.08,0.0,2336537.12,,2336537.12,3871939.02,921023.17,23,118456.69,23000.69,354932.57,1584543.58,0.0,1584543.58,,0.0,0.0,0.0,167130.46,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,51127.85,0.0,0.0,,,,51127.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2601052,2021,6038,,697298.39,697298.39,,10241.51,0.0,707539.9,,459990.5,426841.49,477764.71,4,5686.53,71739.94,145642.78,830587.61,5023.6,859786.65,16020.45,0.0,32210.39,7770.98,97543.26,384.01,35796.64,5013.69,9.91,40820.24,,0.0,0.0,10255.9,208524.0,782558.62,0.0,1001338.52,,,1001338.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2601508,2018,8800,,1300654.0,1300654.0,,32370.48,0.0,1333024.48,,1285189.8,176824.97,1263781.25,12,25917.14,85763.74,109381.46,1636569.92,25511.81,1810864.85,22879.96,0.0,123158.45,0.0,28567.88,125903.16,73953.14,25511.81,0.0,99464.95,,,0.0,14415.51,183965.22,0.0,0.0,198380.73,0.0,0.0,198380.73,,,,,,,,0.0,0.0,69181.5,0.0,58798.3,10383.2,69181.5
PE,2602506,2020,5449,,826297.62,826297.62,,13797.68,0.0,840095.3,,894240.07,60062.85,235272.89,2,33059.87,80100.39,186401.35,606276.61,2518.86,643073.86,10832.45,0.0,38671.12,16445.73,32770.99,7000.21,32810.64,2512.03,6.83,35329.5,,,0.0,11915.76,9550.97,0.0,0.0,21466.73,0.0,0.0,21466.73,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2602704,2018,10143,,1336733.42,1336733.42,,36260.44,0.0,1372993.86,,1187918.36,305293.29,421260.42,4,2902.24,16919.93,85851.78,759265.68,26276.75,934914.0,19693.32,0.0,126763.35,0.0,105567.96,129678.25,76170.55,26276.75,0.0,102447.3,,,0.0,14847.74,0.0,0.0,0.0,14847.74,0.0,0.0,14847.74,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2603207,2021,8179,,1310471.5,1310471.5,,18732.3,0.0,1329203.8,,1226822.56,343534.25,119441.18,1,85794.4,232318.17,320808.45,819077.93,18213.97,916661.88,22269.71,0.0,60195.71,24166.01,520.02,32934.26,67248.55,18178.05,35.92,85462.52,,0.0,0.0,19267.02,17947.72,0.0,0.0,20797.28,16417.46,,37214.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
