sigla_uf,id_municipio,ano,populacao_atendida_agua,populacao_atendida_esgoto,receita_operacional_direta,receita_operacional_direta_agua,receita_operacional_direta_esgoto,receita_operacional_indireta,receita_operacional_direta_agua_exportada,receita_operacional,receita_operacional_direta_esgoto_importado,arrecadacao_total,credito_areceber,despesa_pessoal,quantidade_empregado,despesa_produto_quimico,despesa_energia,despesa_servico_terceiro,despesa_exploracao,despesas_juros_divida,despesa_total_servico,despesa_ativo,despesa_agua_importada,despesa_fiscal,despesa_fiscal_nao_computada,despesa_exploracao_outro,despesa_servico_outro,despesa_amortizacao_divida,despesas_juros_divida_excecao,despesa_divida_variacao,despesa_divida_total,despesa_esgoto_exportado,despesa_capitalizavel_municipio,despesa_capitalizavel_estado,despesa_capitalizavel_prestador,investimento_agua_prestador,investimento_esgoto_prestador,investimento_outro_prestador,investimento_recurso_proprio_prestador,investimento_recurso_oneroso_prestador,investimento_recurso_nao_oneroso_prestador,investimento_total_prestador,investimento_agua_municipio,investimento_esgoto_municipio,investimento_outro_municipio,investimento_recurso_proprio_municipio,investimento_recurso_oneroso_municipio,investimento_recurso_nao_oneroso_municipio,investimento_total_municipio,investimento_agua_estado,investimento_esgoto_estado,investimento_outro_estado,investimento_recurso_proprio_estado,investimento_recurso_oneroso_estado,investimento_recurso_nao_oneroso_estado,investimento_total_estado
PE,2615607,2002,17014,,295620.0,295620.0,,,,325760.0,,227300.0,326910.0,160500.36,13,109.14,31629.97,159345.39,372945.69,8266.96,675934.85,25143.38,,21360.83,26378.26,,233524.11,5833.89,8266.96,0.0,,,,,9676.45,,,,,,,,,,,,,,,,,,,,,
SE,2806503,2003,2725,,184944.8,184944.8,,10539.23,0.0,195484.03,,149562.28,175825.88,19236.89,1,2492.4,26289.57,1102.18,52060.61,0.0,53989.97,1929.36,0.0,1590.07,0.0,1349.5,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2807303,2006,2832,,219622.92,219622.92,,29731.09,0.0,249354.01,,246317.72,158385.66,89398.16,1,11438.48,42687.4,26628.27,200670.99,0.0,201635.3,964.31,0.0,8080.2,0.0,22438.48,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2800209,2001,19330,,639015.0,639015.0,,12821.0,0.0,651836.0,,529531.0,401136.0,34706.0,1,22825.0,484305.0,10157.0,576734.0,0.0,591618.0,14883.0,0.0,2439.0,0.0,22302.0,1.0,0.0,,,,,,,0.0,127725.0,0.0,0.0,89407.0,0.0,38318.0,127725.0,,,,,,,,,,,,,,
AL,2706000,2022,6623,,1591774.09,1406371.51,0.0,57965.08,185402.58,1649739.17,,1506759.34,2050364.87,158431.15,3,0.0,462286.99,83154.83,870306.23,198471.0,1142741.03,57536.8,151929.0,9197.0,0.0,5307.26,16427.0,0.0,198471.0,0.0,198471.0,0.0,0.0,0.0,0.0,10971.0,0.0,0.0,10971.0,0.0,0.0,10971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2803609,2022,18907,,28804968.75,28804968.75,,825955.57,0.0,29630924.32,,29133341.33,5244994.75,925070.86,12,2176764.75,630239.09,2431287.53,7919198.09,379807.73,10618631.18,238724.16,0.0,1755835.86,0.0,0.0,2080901.2,361483.16,379807.73,0.0,741290.89,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
AL,2702405,2018,50998,,12060142.88,12060142.88,,1897451.93,0.0,13957594.81,,11797735.27,2413279.27,6084446.45,104,109435.41,3939534.71,5130345.7,15855902.05,4013.4,16095160.58,-949034.43,0.0,592139.78,0.0,0.0,1184279.56,27224.96,4013.4,0.0,31238.36,,0.0,0.0,0.0,616265.53,0.0,17087.28,633352.81,0.0,0.0,633352.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,723542.56,355785.94,0.0,1079328.5,0.0,0.0,1079328.5
AL,2702603,2017,7634,,1474617.75,1474617.75,,109387.55,0.0,1584005.3,,1617136.97,1782364.99,291861.62,2,0.0,49225.34,50611.55,497799.55,217307.29,715106.84,,0.0,104819.54,0.0,1281.5,,3824.1,217307.29,0.0,221131.39,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2703601,2019,3936,,914210.27,914210.27,,57234.87,0.0,971445.14,,1056825.71,1129259.43,3011.19,0,4476.94,102876.39,51329.46,168607.65,0.0,173889.45,601.8,0.0,6913.67,1780.0,0.0,2900.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2705705,2018,19179,,4559616.64,4559616.64,,309935.39,0.0,4869552.03,,4679375.67,1659483.75,149995.58,2,0.0,2334565.7,3597.07,2510964.76,1641.84,2866774.3,308554.88,0.0,22806.41,0.0,0.0,45612.82,11137.48,1641.84,0.0,12779.32,,0.0,0.0,0.0,0.0,0.0,1489.32,1489.32,0.0,0.0,1489.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90957.09,,0.0,90957.09,0.0,0.0,90957.09
AL,2706000,2017,5194,,1001106.04,1001106.04,,296931.65,0.0,1298037.69,,1068577.16,1417374.0,197037.24,2,1183.98,62319.39,36627.34,363481.17,147001.99,510483.16,0.0,0.0,66170.72,0.0,142.5,0.0,2587.5,147001.99,0.0,149589.49,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86378.83,0.0,0.0,86378.83,0.0,0.0,86378.83
AL,2706703,2018,61818,,10681511.49,10681511.49,,0.0,0.0,10681511.49,,10978121.28,8166954.25,5936348.65,76,310290.68,1361953.82,1968578.37,10674695.34,0.0,10783430.66,0.0,0.0,108735.32,108735.32,988788.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,63121.0,0.0,66734.28,129855.28,0.0,0.0,129855.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2707404,2021,3587,,937061.06,937061.06,,36713.85,0.0,973774.91,,1047286.53,1117711.91,748281.12,6,69009.0,138715.63,36589.11,999623.77,0.0,1000746.81,755.54,0.0,0.0,0.0,7028.91,367.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,
PE,2601508,2017,8902,,1204480.92,1204480.92,,36657.01,0.0,1241137.93,,1178769.54,192868.92,1223698.6,12,38331.8,43361.25,79683.63,1500532.67,45148.6,1651824.0,717.79,0.0,115457.39,0.0,0.0,105424.94,67347.08,45148.6,0.0,112495.68,,0.0,0.0,9073.44,6430779.27,0.0,0.0,169287.13,0.0,6270565.58,6439852.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8475.85,0.0,0.0,0.0,8475.85,0.0,8475.85
PE,2602308,2017,34228,,5333276.25,5333276.25,,150392.4,0.0,5483668.65,,4969232.03,1144842.16,917773.95,9,631445.58,332649.46,652470.8,4041858.43,199478.22,4722098.38,14967.06,0.0,507392.75,0.0,1000125.89,465794.67,297556.81,199478.22,0.0,497035.03,,0.0,0.0,40088.8,327560.09,0.0,0.0,367648.89,0.0,0.0,367648.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2605202,2017,51283,,6621209.68,6621209.68,,187226.32,0.0,6808436.0,,6384670.35,2683322.97,1325673.48,13,114326.95,612924.66,766618.31,4926232.86,247668.99,5772649.18,20551.75,0.0,645222.82,0.0,1461466.64,578195.58,369441.82,247668.99,0.0,617110.81,,0.0,0.0,49773.61,594485.57,669462.43,0.0,223224.16,97183.15,993314.3,1313721.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2608008,2017,2446,,2579.96,2579.96,,37675.37,0.0,40255.33,,24775.82,105682.07,203949.77,2,0.0,24575.36,680.0,266457.3,1464.36,299679.92,28338.89,0.0,3723.65,0.0,33528.52,3419.37,2184.35,1464.36,0.0,3648.71,,0.0,0.0,294.29,49231.79,0.0,0.0,49526.08,0.0,0.0,49526.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5679.55,0.0,0.0,0.0,0.0,5679.55,5679.55
PE,2611002,2020,33410,,6318513.24,6318513.24,,180684.21,0.0,6499197.45,,6602686.15,492586.25,588182.23,5,16937.2,450735.9,685833.33,2762548.85,48403.15,3184359.24,82652.88,0.0,265985.59,56325.5,754874.6,234428.86,253831.74,48271.86,131.29,302234.89,,,0.0,92183.46,38204.82,0.0,0.0,130388.28,0.0,0.0,130388.28,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2611804,2017,33207,,4087884.92,4087884.92,,89016.74,0.0,4176901.66,,3687919.19,1597032.24,203949.77,2,68400.01,0.0,340846.1,2134737.24,152656.84,2643870.48,12.72,0.0,787799.91,0.0,733741.45,356463.68,0.0,152656.84,0.0,152656.84,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4569.77,0.0,0.0,0.0,0.0,4569.77,4569.77
PE,2612000,2019,9932,,1361059.69,1361059.69,,105521.25,0.0,1466580.94,,2294503.62,323460.75,1713492.63,25,0.0,939746.92,90125.17,2900725.08,21014.84,3061158.49,51036.28,0.0,135547.88,0.0,21812.48,88382.29,123079.97,20987.0,27.84,144094.81,,,0.0,26182.77,733185.01,0.0,0.0,35782.77,0.0,723585.01,759367.78,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2612604,2017,18400,,2605098.27,2605098.27,,91222.51,0.0,2696320.78,,2659817.07,678241.75,407899.53,4,44343.6,396803.42,79591.28,1516250.02,98083.47,1843389.96,25.15,0.0,248767.61,0.0,338844.58,229031.32,146650.67,98083.47,0.0,244734.14,,0.0,0.0,19757.73,2755.77,0.0,0.0,22513.5,0.0,0.0,22513.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2612901,2019,7082,,982083.97,982083.97,,26212.43,0.0,1008296.4,,927119.71,189226.07,442158.82,4,0.0,84819.71,66289.59,729949.01,14448.02,818502.96,13341.78,0.0,93171.11,0.0,43509.78,60764.15,0.0,14428.88,19.14,14448.02,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2613503,2018,22133,,3029770.15,3029770.15,,113305.06,0.0,3143075.21,,3109244.42,562801.81,526575.52,5,0.0,356820.67,334690.09,1578985.46,60153.08,1697326.2,24080.26,0.0,289830.26,0.0,71068.92,34107.4,174370.61,60153.08,0.0,234523.69,,,0.0,33989.64,44799.97,0.0,0.0,78789.61,0.0,0.0,78789.61,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2614808,2021,17908,,3138682.25,3138682.25,,36307.83,0.0,3174990.08,,2922577.4,809617.55,238882.35,2,12310.16,916211.48,762738.71,2200357.88,39136.82,2464145.28,109142.84,0.0,127387.83,44146.14,142827.35,71361.6,160632.6,39059.63,77.19,199769.42,,0.0,0.0,46021.98,9252.02,3189959.23,0.0,409197.43,,2836035.8,3245233.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2615607,2019,29670,,3433345.29,3433345.29,,138811.2,0.0,3572156.49,,3272722.62,2365204.5,442158.82,4,0.0,53353.53,233706.51,1661886.98,51185.93,1955923.46,27577.48,0.0,329492.7,0.0,603175.42,215273.07,753662.92,51118.12,67.81,804848.85,,,0.0,160326.5,15690.04,0.0,0.0,176016.54,0.0,0.0,176016.54,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2616100,2017,9490,,839702.17,839702.17,,91791.78,0.0,931493.95,,951753.61,569839.56,305924.65,3,0.0,241.27,62986.17,470381.14,33884.75,583654.94,265.94,0.0,85983.71,0.0,15245.34,79123.11,85352.53,33884.75,0.0,119237.28,,0.0,0.0,0.0,1289.24,0.0,0.0,1289.24,0.0,0.0,1289.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2616183,2017,2984,,35275.27,35275.27,,3256.0,0.0,38531.27,,24163.43,215860.12,203949.77,2,0.0,0.0,0.0,325485.98,1401.64,330160.55,0.0,0.0,3564.12,0.0,117972.09,3272.93,0.0,1401.64,0.0,1401.64,,0.0,0.0,4946.29,0.0,0.0,0.0,4946.29,0.0,0.0,4946.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2839.77,0.0,0.0,0.0,0.0,2839.77,2839.77
PE,2616506,2021,9623,,472870.76,472870.76,,86111.61,0.0,558982.37,,558982.37,2470144.23,317452.44,14,60970.0,0.0,13100.0,523802.42,0.0,577654.34,0.0,0.0,0.0,0.0,132279.98,53851.92,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2800100,2019,2365,,372270.39,372270.39,,290185.52,0.0,662455.91,,455891.35,817522.44,239147.27,2,2201.7,40268.47,94387.94,458459.33,14482.29,492651.83,2613.96,0.0,50015.45,17096.25,32438.5,0.0,52001.92,13343.82,1138.47,66484.21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2801702,2019,13548,,2480927.81,2480927.81,,348676.44,0.0,2829604.25,,2548024.37,1560457.47,1738046.88,13,101028.73,380346.52,12099.3,2539002.1,47258.52,2628888.19,36840.98,0.0,163210.16,5786.59,144270.51,0.0,169692.37,43543.48,3715.04,216950.89,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2802700,2019,8475,,1448829.77,1448829.77,,193176.18,0.0,1642005.95,,1462596.86,1642685.27,853072.27,6,19033.61,111807.21,0.0,1160605.94,27384.39,1207535.5,16192.08,0.0,94573.65,3353.09,82119.2,0.0,98329.82,25231.67,2152.72,125714.21,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2803104,2021,4689,,1581427.58,1581427.58,,267432.15,0.0,1848859.73,,1758663.04,0.0,595090.67,6,40088.24,917774.29,125278.96,1912185.64,0.0,1932184.1,19998.46,0.0,226801.68,0.0,7151.8,0.0,0.0,0.0,0.0,0.0,,,,0.0,374747.2,0.0,0.0,374747.2,0.0,0.0,374747.2,,,,,,,,,,,,,,
SE,2805109,2021,3596,,690580.57,690580.57,,45808.73,0.0,736389.3,,683607.11,0.0,218109.12,3,35140.79,219104.83,0.0,564922.8,0.0,575685.34,10762.54,0.0,90333.7,0.0,2234.36,0.0,0.0,0.0,0.0,0.0,,,,0.0,22771.03,0.0,0.0,22771.03,0.0,0.0,22771.03,,,,,,,,,,,,,,
SE,2806008,2018,17193,,3456892.73,3456892.73,,206291.92,0.0,3663184.65,,3413589.91,800691.26,1086883.53,11,268101.0,372346.53,139506.45,2082134.8,0.0,2195018.76,112883.96,0.0,215297.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3213528.88,0.0,0.0,2438356.84,0.0,775172.04,3213528.88,,,,,,,,,,,,,,
SE,2806206,2021,12562,,2439892.62,2439892.62,,268200.54,0.0,2708093.16,,3050371.08,0.0,786646.89,10,130932.3,360066.96,95753.33,1705604.28,0.0,1740015.22,34410.94,0.0,332204.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
SE,2806800,2018,7035,,1262131.38,1262131.38,,99267.34,0.0,1361398.72,,1335239.44,278189.76,438319.54,4,107306.63,204459.59,230629.3,1162702.84,0.0,1172695.16,9992.32,0.0,81664.49,0.0,100323.29,0.0,0.0,0.0,0.0,0.0,,,,0.0,99123.8,0.0,0.0,99123.8,0.0,0.0,99123.8,,,,,,,,,,,,,,
AL,2702108,2015,12433,,1618929.28,1618929.28,,19901.9,0.0,1638831.18,,1425959.94,4236132.78,186525.87,5,55358.15,129569.96,167268.9,651410.65,471482.66,1122893.31,0.0,0.0,112687.77,,0.0,,20485.19,398279.53,73203.13,491967.85,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
AL,2702355,2013,12383,,1189939.45,1189939.45,,84195.53,0.0,1274134.98,,992552.84,1613193.68,328769.72,5,0.0,378568.47,55665.94,790771.06,254419.24,1214916.56,168400.29,0.0,26602.2,470.47,1164.73,855.5,4309.6,229611.23,24808.01,258728.84,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2702900,2013,14470,,1535456.62,1535456.62,,100289.37,0.0,1635745.99,,1320473.19,1905383.78,410631.2,4,0.0,307327.58,34211.36,789338.85,454687.49,1546267.63,300957.1,0.0,36004.03,840.81,1164.68,443.38,7701.93,410351.65,44335.84,462389.42,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2703007,2015,6244,,736289.36,736289.36,,11775.99,0.0,748065.35,,730854.6,2338437.47,686963.62,6,60761.05,128427.97,110097.03,1036961.76,217607.38,1254626.14,0.0,0.0,50655.09,,57.0,,9454.7,183821.32,33786.06,227062.08,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
AL,2704005,2013,7315,,1337056.54,1337056.54,,66195.34,0.0,1403251.88,,745124.32,4550874.62,754621.31,11,3428.52,292351.26,82854.13,1188177.31,259713.21,1623714.64,171904.37,0.0,48632.91,480.26,6289.18,3439.49,4399.27,234388.99,25324.22,264112.48,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2704906,2012,1548,,194675.14,194675.14,,4600.61,0.0,199275.75,,206981.96,167598.9,124002.69,2,7517.99,25629.15,17340.65,267158.3,121620.58,446149.39,56407.34,0.0,91630.71,25.51,1037.11,937.66,2379.16,118731.37,2889.21,123999.74,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2705200,2015,12373,,1483678.28,1483678.28,,85943.99,0.0,1569622.27,,1601367.94,1920915.64,133593.12,1,26385.74,173364.28,167651.28,606728.96,444281.73,1051465.67,210.24,0.0,105700.04,,34.5,,19303.36,375301.86,68979.87,463585.09,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0
AL,2708204,2014,3627,,363508.85,363508.85,,205362.59,0.0,568871.44,,496762.89,2152201.92,321377.17,3,0.0,63604.7,78910.62,484298.6,1485632.27,2594966.1,605537.81,0.0,20217.61,19308.95,188.5,188.47,64552.51,1360812.72,124819.55,1550184.78,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,2708956,2014,4177,,352664.79,352664.79,,7758.05,0.0,360422.84,,394848.86,757895.89,190609.81,1,0.0,190283.03,51942.28,454949.33,16325.64,495378.11,6654.27,0.0,7021.71,2356.39,15092.5,15092.48,709.37,14953.99,1371.65,17035.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2600609,2015,6273,,8857.58,8857.58,,4297.62,0.0,13155.2,,22191.53,268650.18,61637.38,3,0.0,9512.22,613216.28,751499.68,587.45,752620.63,43.05,0.0,7654.23,0.0,59479.57,490.45,495.81,523.92,63.53,1083.26,,,0.0,126.22,776877.77,8725.29,0.0,1937.03,0.0,783792.25,785729.28,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2602506,2013,4492,,293441.86,293441.86,,7112.67,0.0,300554.53,,338187.66,47643.33,150800.98,2,4480.67,44443.31,60696.91,306864.07,15891.27,332322.57,1.03,0.0,27779.25,0.0,18662.95,9566.2,11151.98,9479.08,6412.19,27043.25,,,,3256.82,0.0,0.0,0.0,3256.82,0.0,0.0,3256.82,,,,,,,,,,,,,,
PE,2603900,2015,11972,,1670951.4,1670951.4,,54149.79,0.0,1725101.19,,1630901.16,113236.38,436062.3,5,23056.95,805272.84,353282.69,1864856.11,77033.28,2007325.6,1119.26,0.0,159302.09,0.0,87879.24,64316.95,65017.25,68703.19,8330.09,142050.53,,,0.0,16551.18,77750.43,0.0,0.0,17953.87,0.0,76347.74,94301.61,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2604502,2014,12814,,1319919.55,1319919.55,,48303.48,0.0,1368223.03,,1332455.74,175588.37,339297.52,4,14931.4,106114.17,26056.42,639582.51,52491.77,738239.37,0.0,0.0,126119.53,0.0,27063.47,46165.09,55659.98,48373.26,4118.51,108151.75,,,,12757.76,646346.04,0.0,0.0,659103.8,0.0,0.0,659103.8,,,,,,,,,,,,,,
PE,2604601,2016,12938,,1461338.8,1461338.8,,62967.79,0.0,1524306.59,,1200596.2,1021507.87,189452.84,2,1114.93,4608.68,79515.37,594306.28,69042.99,742586.97,8517.82,0.0,139623.25,0.0,179991.21,70719.88,63182.59,65000.49,4042.5,132225.58,,,,15783.77,19694.63,0.0,0.0,15783.77,0.0,19694.63,35478.4,,,,,,,,0.0,,,0.0,0.0,0.0,0.0
PE,2605301,2016,18735,,2104543.42,2104543.42,,95442.75,0.0,2199986.17,,1825569.73,865433.98,94726.42,1,0.0,32627.48,161920.84,794560.49,99647.68,1022965.24,26689.17,0.0,202578.62,0.0,302707.13,102067.9,91189.54,93813.26,5834.42,190837.22,,,,22780.24,76711.34,0.0,0.0,99491.58,0.0,0.0,99491.58,,,,,,,,29135.78,,,0.0,19199.62,9936.17,29135.79
PE,2605806,2014,5391,,649561.73,649561.73,,36196.46,0.0,685758.19,,613904.59,224444.27,84824.38,1,0.0,0.0,42483.04,247959.06,26309.06,305411.89,8005.66,0.0,63024.38,0.0,57627.26,23138.11,27896.98,24244.85,2064.21,54206.04,,,,6394.24,0.0,0.0,0.0,6394.24,0.0,0.0,6394.24,,,,,,,,,,,,,,
PE,2608008,2015,2592,,700.0,700.0,,607.58,0.0,1307.58,,1332.42,112845.14,174424.92,2,0.0,4862.17,0.0,223408.47,33.81,303966.78,80496.28,0.0,59.65,0.0,44061.73,28.22,28.54,30.15,3.66,62.35,,,0.0,7.27,220860.18,0.0,0.0,175.83,0.0,220691.62,220867.45,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2609907,2016,51699,,7874721.35,7874721.35,,439193.49,0.0,8313914.84,,7562592.68,1579772.26,1515622.7,16,274024.57,5077867.5,1260218.43,10266008.09,376576.15,11298361.23,270055.03,0.0,795153.02,0.0,1343121.87,385721.96,344612.2,354527.43,22048.72,721188.35,,,,86088.26,1408628.86,30576.2,0.0,358538.04,0.0,1166755.28,1525293.32,,,,,,,,4968.08,,,0.0,0.0,4968.08,4968.08
PE,2612109,2013,3667,,394789.57,394789.57,,17769.78,0.0,412559.35,,436728.44,149836.41,0.0,0,0.0,97.21,26582.12,64756.34,14352.24,87748.32,0.0,0.0,38077.01,0.0,0.0,8639.74,10071.94,8561.06,5791.18,24424.18,,,,2941.4,0.0,0.0,0.0,2941.4,0.0,0.0,2941.4,,,,,,,,,,,,,,
PE,2615300,2013,40398,,4262776.56,4262776.56,,141217.79,0.0,4403994.35,,4108188.81,2560168.29,1432609.27,19,358377.8,499412.85,558702.89,3255387.38,140931.64,3487984.35,7774.36,0.0,406284.57,0.0,0.0,83890.97,98901.23,84065.21,56866.43,239832.87,,,,28883.06,55595.67,202412.13,0.0,84478.73,202412.13,0.0,286890.86,,,,,,,,,,,,,,
PE,2615508,2015,10248,,1100740.71,1100740.71,,97587.39,0.0,1198328.1,,892306.02,918351.14,261637.38,3,0.0,150.5,9090.84,529477.16,53510.57,627665.01,0.0,0.0,108509.61,0.0,150088.83,44677.28,45163.73,47724.14,5786.43,98674.3,,,0.0,11497.15,0.0,0.0,0.0,11497.15,0.0,0.0,11497.15,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PE,2615904,2014,8139,,1019046.31,1019046.31,,31677.11,0.0,1050723.42,,1059854.72,49634.55,169648.76,2,45326.58,75648.18,77526.55,478875.36,40310.93,554715.17,76.52,0.0,96958.62,0.0,13766.67,35452.36,42743.94,37148.13,3162.8,83054.87,,,,9797.29,1962258.1,0.0,0.0,173797.29,250.21,1798007.89,1972055.39,,,,,,,,,,,,,,
PE,2616183,2013,1869,,194061.52,194061.52,,6683.29,0.0,200744.81,,125682.34,117536.3,0.0,0,0.0,0.0,32090.76,53681.74,4776.81,61334.08,0.0,0.0,21590.98,0.0,0.0,2875.53,3352.21,2849.35,1927.46,8129.02,,,,978.98,0.0,0.0,0.0,978.98,0.0,0.0,978.98,,,,,,,,,,,,,,
PE,2616308,2012,9986,,1125254.0,1125254.0,,26261.53,0.0,1151515.53,,1074517.1,558683.47,32333.0,4,0.0,259286.41,131192.66,529465.39,34471.12,564034.68,98.17,0.0,106653.32,0.0,0.0,0.0,20065.6,34471.12,0.0,54536.72,,,,25558.67,8517282.53,0.0,0.0,25558.67,0.0,8517282.53,8542841.2,,,,,,,,,,,,,,
PE,2616506,2013,9000,,452769.87,452769.87,,76541.48,0.0,529311.35,,529311.35,367686.05,300379.7,7,56710.25,18406.26,23588.29,484725.29,0.0,484725.29,0.0,0.0,1788.54,0.0,83852.25,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SE,2800704,2013,6584,,776644.52,776644.52,,40130.09,0.0,816774.61,,634468.68,228008.76,223084.3,2,8171.21,37755.86,4721.65,273733.02,0.0,301471.62,27738.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
